------------------------------------------------------------
Client connecting to 10.4.4.2, TCP port 5001 with pid 2506
TCP window size: 43.8 KByte (default)
------------------------------------------------------------
[  3] local 10.4.4.4 port 51898 connected with 10.4.4.2 port 5001
[ ID] Interval        Transfer    Bandwidth       Write/Err  Rtry    Cwnd/RTT
[  3] 25.00-25.10 sec   137 KBytes  11.2 Mbits/sec  1171/0          0      195K/93826 us
[  3] 25.10-25.20 sec   221 KBytes  18.1 Mbits/sec  1883/0          0      210K/82482 us
[  3] 25.20-25.30 sec   218 KBytes  17.8 Mbits/sec  1860/0          0      219K/97451 us
[  3] 25.30-25.40 sec   120 KBytes  9.85 Mbits/sec  1026/0          0      224K/111935 us
[  3] 25.40-25.50 sec   189 KBytes  15.5 Mbits/sec  1618/0          0      231K/121160 us
[  3] 25.50-25.60 sec   192 KBytes  15.8 Mbits/sec  1642/0          0      246K/106538 us
[  3] 25.60-25.70 sec   161 KBytes  13.2 Mbits/sec  1376/0          0      248K/114781 us
[  3] 25.70-25.80 sec   198 KBytes  16.2 Mbits/sec  1690/0          0      261K/105066 us
[  3] 25.80-25.90 sec   222 KBytes  18.2 Mbits/sec  1896/0          0      272K/124519 us
[  3] 25.90-26.00 sec   123 KBytes  10.1 Mbits/sec  1050/0          0      279K/129649 us
